1,-6146.625
2,-6335.0
3,-7831.9
4,-5033.363636363636
5,-2797.9166666666665
6,-2310.5384615384614
7,-3289.214285714286
8,-2994.866666666667
9,-2938.6
10,-2171.3333333333335
11,1439.2666666666667
12,4192.133333333333
13,6147.6
14,2387.0666666666666
15,3333.4
16,2656.4
17,3547.733333333333
18,5710.533333333334
19,4950.4
20,2358.133333333333
21,1909.2
22,4747.266666666666
23,3210.9333333333334
24,2419.0666666666666
25,3912.133333333333
26,1407.8
27,1559.1333333333334
28,-286.53333333333336
29,-32.733333333333334
30,-1334.2
31,1973.1333333333334
32,3199.9333333333334
33,2827.866666666667
34,3699.866666666667
35,4392.866666666667
36,5052.933333333333
37,4485.0
38,5257.8
39,5205.8
40,2703.0666666666666
41,2032.8666666666666
42,-648.2
43,-302.0
44,638.0666666666667
45,65.6
46,-457.06666666666666
47,-3330.4666666666667
48,-2000.2
49,-4748.933333333333
50,-3670.6
51,-1927.8666666666666
52,-1086.9333333333334
53,769.0
54,457.8
55,3375.2
56,6766.866666666667
57,9477.266666666666
58,9556.533333333333
59,12088.933333333332
60,12701.933333333332
61,10780.333333333334
62,14023.933333333332
63,10762.866666666667
64,11490.8
65,9528.266666666666
66,9615.066666666668
67,7243.0
68,4865.0
69,4862.933333333333
70,3950.4
71,4324.133333333333
72,2744.866666666667
73,4351.466666666666
74,3069.6666666666665
75,3905.8
76,3598.0666666666666
77,865.3333333333334
78,1409.1333333333334
79,978.7333333333333
80,1229.7333333333333
81,545.0
82,-15.333333333333334
83,314.53333333333336
84,729.8
85,879.4
86,1126.4
87,1223.6
88,2024.6
89,3760.3333333333335
90,4348.933333333333
91,6923.733333333334
92,7519.4
93,8570.533333333333
94,10676.4
95,11337.933333333332
96,11607.4
97,15035.2
98,14752.4
99,15880.666666666666
100,17317.6
101,13968.666666666666
102,15069.266666666666
103,14602.466666666667
104,11921.4
105,12088.733333333334
106,11805.6
107,14471.933333333332
108,15415.933333333332
109,15551.2
110,16719.8
111,14582.133333333333
112,14041.333333333334
113,17969.333333333332
114,18647.666666666668
115,18033.666666666668
116,20249.4
117,22043.933333333334
118,20544.666666666668
119,20523.933333333334
120,21115.066666666666
121,21251.933333333334
122,19970.533333333333
123,21028.133333333335
124,20923.733333333334
125,20222.2
126,20125.266666666666
127,19822.8
128,18598.266666666666
129,16888.533333333333
130,14825.866666666667
131,13170.933333333332
132,12616.466666666667
133,16100.133333333333
134,16005.066666666668
135,13286.4
136,13724.2
137,12624.133333333333
138,10640.2
139,10218.266666666666
140,12222.333333333334
141,12070.866666666667
142,10791.8
143,12735.666666666666
144,12676.466666666667
145,12957.266666666666
146,16664.0
147,15018.133333333333
148,12312.0
149,15972.6
150,17321.266666666666
151,15612.066666666668
152,18640.733333333334
153,18396.6
154,17457.533333333333
155,15210.2
156,18388.933333333334
157,21616.2
158,18633.8
159,22014.4
160,25165.8
161,24035.6
162,24040.866666666665
163,27059.2
164,25329.066666666666
165,25951.6
166,27044.0
167,26102.466666666667
168,26600.533333333333
169,27066.133333333335
170,27386.533333333333
171,27787.4
172,26366.266666666666
173,27864.866666666665
174,27994.866666666665
175,28460.0
176,28358.2
177,28006.866666666665
178,26836.066666666666
179,26372.733333333334
180,25266.066666666666
181,26136.8
182,24462.733333333334
183,25613.4
184,27305.2
185,31111.8
186,30648.666666666668
187,31473.533333333333
188,31583.066666666666
189,31906.0
190,29385.533333333333
191,31241.4
192,32140.6
193,34214.26666666667
194,34917.46666666667
195,38045.13333333333
196,37754.46666666667
197,39666.6
198,40394.0
199,39666.8
200,36945.53333333333
201,35827.8
202,35588.86666666667
203,35970.46666666667
204,32816.0
205,35689.2
206,32820.933333333334
207,36517.8
208,33786.53333333333
209,36975.73333333333
210,35246.333333333336
211,38685.53333333333
212,39125.333333333336
213,39250.46666666667
214,39938.46666666667
215,41713.86666666667
216,42010.933333333334
217,41387.8
218,43687.066666666666
219,46452.066666666666
220,44150.4
221,47697.13333333333
222,44356.933333333334
223,45857.26666666667
224,46294.4
225,47049.8
226,45327.6
227,46087.46666666667
228,47666.066666666666
229,48860.333333333336
230,50777.73333333333
231,54483.8
232,56558.86666666667
233,54270.13333333333
234,55093.26666666667
235,59115.066666666666
236,59993.2
237,61752.066666666666
238,61993.4
239,62246.4
240,64383.53333333333
241,66400.0
242,66652.93333333333
243,67215.93333333333
244,68814.06666666667
245,68681.2
246,65809.33333333333
247,66630.86666666667
248,67492.13333333333
249,67105.46666666666
250,67090.2
251,65084.0
252,64569.6
253,64192.26666666667
254,64962.066666666666
255,64994.933333333334
256,65802.33333333333
257,64682.0
258,64268.73333333333
259,64419.666666666664
260,62605.26666666667
261,64694.666666666664
262,65858.86666666667
263,68736.93333333333
264,69976.66666666667
265,69927.13333333333
266,69860.53333333334
267,71843.66666666667
268,75299.8
269,74827.0
270,76010.8
271,73230.0
272,76448.4
273,76036.6
274,76963.26666666666
275,77559.06666666667
276,78587.46666666666
277,78276.26666666666
278,77304.93333333333
279,78875.46666666666
280,78143.13333333333
281,78992.0
282,77998.8
